Movie_349,genres,Action|Crime|Drama|Thriller
Movie_349,title,Clear and Present Danger (1994)
Movie_349,type,Movie
Movie_348,genres,Comedy
Movie_348,title,Bullets Over Broadway (1994)
Movie_348,type,Movie
Movie_344,genres,Comedy
Movie_344,title,Ace Ventura: Pet Detective (1994)
Movie_458,genres,Drama|Western
Movie_458,title,Geronimo: An American Legend (1993)
Movie_458,type,Movie
Movie_461,genres,Drama|Romance
Movie_461,title,Go Fish (1994)
Movie_461,type,Movie
Movie_467,genres,Comedy
Movie_467,title,Live Nude Girls (1995)
Movie_467,type,Movie
Movie_460,genres,Comedy
Movie_460,title,Getting Even with Dad (1994)
Movie_460,type,Movie
Movie_456,genres,Crime|Drama|Thriller
Movie_456,title,Fresh (1994)
Movie_456,type,Movie
Movie_464,genres,Action|Adventure|Crime|Thriller
Movie_464,title,Hard Target (1993)
Movie_464,type,Movie
Movie_471,genres,Comedy
Movie_471,title,"Hudsucker Proxy, The (1994)"
Movie_471,type,Movie
Movie_475,genres,Drama
Movie_475,title,In the Name of the Father (1993)
Movie_475,type,Movie
Movie_472,genres,Comedy|Drama
Movie_472,title,I'll Do Anything (1994)
Movie_472,type,Movie
Movie_476,genres,Comedy|Drama
Movie_476,title,"Inkwell, The (1994)"
Movie_476,type,Movie
Movie_468,genres,Comedy|Romance
Movie_468,title,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
Movie_468,type,Movie
Movie_469,genres,Drama|Romance
Movie_231,genres,Adventure|Comedy
Movie_231,title,Dumb & Dumber (Dumb and Dumber) (1994)
Movie_231,type,Movie
Movie_237,genres,Comedy|Romance
Movie_237,title,Forget Paris (1995)
Movie_237,type,Movie
Movie_236,genres,Action|Comedy|Romance
Movie_236,title,French Kiss (1995)
Movie_236,type,Movie
Movie_230,genres,Drama|Thriller
Movie_230,title,Dolores Claiborne (1995)
Movie_230,type,Movie
Movie_232,genres,Comedy|Drama|Romance
Movie_232,title,Eat Drink Man Woman (Yin shi nan nu) (1994)
Movie_232,type,Movie
Movie_243,genres,Children|Comedy|Fantasy
Movie_243,title,Gordy (1995)
Movie_19,title,Ace Ventura: When Nature Calls (1995)
Movie_19,type,Movie
Movie_17,genres,Drama|Romance
Movie_17,title,Sense and Sensibility (1995)
Movie_17,type,Movie
Movie_12,genres,Comedy|Horror
Movie_12,title,Dracula: Dead and Loving It (1995)
Movie_12,type,Movie
Movie_13,genres,Adventure|Animation|Children
Movie_13,title,Balto (1995)
Movie_13,type,Movie
Movie_16,genres,Crime|Drama
Movie_16,title,Casino (1995)
Movie_16,type,Movie
Movie_18,genres,Comedy
Movie_18,title,Four Rooms (1995)
Movie_18,type,Movie
Movie_240,title,Hideaway (1995)
Movie_240,type,Movie
Movie_241,genres,Children|Drama
Movie_241,title,Fluke (1995)
Movie_241,type,Movie
Movie_239,genres,Animation|Children|Comedy|Romance
Movie_239,title,"Goofy Movie, A (1995)"
Movie_239,type,Movie
Movie_246,genres,Documentary
Movie_246,title,Hoop Dreams (1994)
Movie_246,type,Movie
Movie_252,genres,Comedy|Romance
Movie_252,title,I.Q. (1994)
Movie_252,type,Movie
Movie_254,genres,Drama
Movie_254,title,Jefferson in Paris (1995)
Movie_254,type,Movie
Movie_119,type,Movie
Movie_135,genres,Comedy
Movie_135,title,Down Periscope (1996)
Movie_135,type,Movie
Movie_137,genres,Documentary
Movie_137,title,Man of the Year (1995)
Movie_137,type,Movie
Movie_122,genres,Comedy|Romance
Movie_122,title,Boomerang (1992)
Movie_122,type,Movie
Movie_140,genres,Drama|Romance
Movie_140,title,Up Close and Personal (1996)
Movie_140,type,Movie
Movie_125,genres,Comedy
Movie_125,title,Flirting With Disaster (1996)
Movie_125,type,Movie
Movie_128,genres,Documentary
Movie_344,type,Movie
Movie_347,genres,Drama|Film-Noir|Romance
Movie_347,title,Bitter Moon (1992)
Movie_347,type,Movie
Movie_350,genres,Drama|Mystery|Thriller
Movie_350,title,"Client, The (1994)"
Movie_350,type,Movie
Movie_351,genres,Comedy|Drama|Romance
Movie_351,title,"Corrina, Corrina (1994)"
Movie_351,type,Movie
Movie_346,genres,Drama|Musical
Movie_346,title,Backbeat (1993)
Movie_346,type,Movie
Movie_353,genres,Action|Crime|Fantasy|Thriller
Movie_353,title,"Crow, The (1994)"
Movie_353,type,Movie
Movie_345,genres,Comedy|Drama
Movie_261,genres,Drama
Movie_261,title,Little Women (1994)
Movie_261,type,Movie
Movie_260,genres,Action|Adventure|Sci-Fi
Movie_260,title,Star Wars: Episode IV - A New Hope (1977)
Movie_260,type,Movie
Movie_269,genres,Drama
Movie_269,title,My Crazy Life (Mi vida loca) (1993)
Movie_269,type,Movie
Movie_263,genres,Drama
Movie_263,title,Ladybird Ladybird (1994)
Movie_263,type,Movie
Movie_267,genres,Comedy
Movie_267,title,Major Payne (1995)
Movie_267,type,Movie
Movie_270,genres,Drama|Romance
Movie_270,title,Love Affair (1994)
Movie_270,type,Movie
Movie_21,genres,Comedy|Crime|Thriller
Movie_21,title,Get Shorty (1995)
Movie_21,type,Movie
Movie_28,genres,Drama|Romance
Movie_28,title,Persuasion (1995)
Movie_28,type,Movie
Movie_26,genres,Drama
Movie_26,title,Othello (1995)
Movie_26,type,Movie
Movie_25,genres,Drama|Romance
Movie_25,title,Leaving Las Vegas (1995)
Movie_25,type,Movie
Movie_23,genres,Action|Crime|Thriller
Movie_23,title,Assassins (1995)
Movie_23,type,Movie
Movie_43,genres,Drama
Movie_43,title,Restoration (1995)
Movie_43,type,Movie
Movie_480,genres,Action|Adventure|Sci-Fi|Thriller
Movie_480,title,Jurassic Park (1993)
Movie_480,type,Movie
Movie_488,genres,Drama|Romance
Movie_488,title,M. Butterfly (1993)
Movie_488,type,Movie
Movie_493,genres,Action|Crime|Drama
Movie_493,title,Menace II Society (1993)
Movie_493,type,Movie
Movie_494,genres,Action|Adventure|Thriller
Movie_494,title,Executive Decision (1996)
Movie_494,type,Movie
Movie_495,genres,Drama
Movie_495,title,In the Realm of the Senses (Ai no corrida) (1976)
Movie_495,type,Movie
Movie_487,genres,Comedy|Western
Movie_487,title,Lightning Jack (1994)
Movie_487,type,Movie
Movie_258,genres,Adventure|Children|Comedy|Fantasy|Romance
Movie_258,title,"Kid in King Arthur's Court, A (1995)"
Movie_258,type,Movie
Movie_255,genres,Comedy
Movie_255,title,"Jerky Boys, The (1995)"
Movie_255,type,Movie
Movie_257,genres,Mystery|Thriller
Movie_257,title,Just Cause (1995)
Movie_257,type,Movie
Movie_253,genres,Drama|Horror
Movie_253,title,Interview with the Vampire: The Vampire Chronicles (1994)
Movie_253,type,Movie
Movie_256,genres,Comedy|Sci-Fi
Movie_256,title,Junior (1994)
Movie_256,type,Movie
Movie_249,genres,Drama|Romance
Movie_249,title,Immortal Beloved (1994)
Movie_249,type,Movie
Movie_469,title,"House of the Spirits, The (1993)"
Movie_469,type,Movie
Movie_477,genres,Drama|Musical
Movie_477,title,What's Love Got to Do with It? (1993)
Movie_477,type,Movie
Movie_470,genres,Comedy
Movie_470,title,House Party 3 (1994)
Movie_470,type,Movie
Movie_474,genres,Action|Thriller
Movie_474,title,In the Line of Fire (1993)
Movie_474,type,Movie
Movie_473,genres,Comedy|War
Movie_473,title,In the Army Now (1994)
Movie_473,type,Movie
Movie_486,genres,Comedy
Movie_486,title,Life with Mikey (1993)
Movie_486,type,Movie
Movie_345,title,"Adventures of Priscilla, Queen of the Desert, The (1994)"
Movie_345,type,Movie
Movie_362,genres,Adventure|Children|Romance
Movie_362,title,"Jungle Book, The (1994)"
Movie_362,type,Movie
Movie_361,genres,Comedy|Drama|Romance
Movie_361,title,It Could Happen to You (1994)
Movie_361,type,Movie
Movie_360,genres,Action|Comedy
Movie_360,title,I Love Trouble (1994)
Movie_360,type,Movie
Movie_359,genres,Comedy|Drama|Romance
Movie_359,title,I Like It Like That (1994)
Movie_359,type,Movie
Movie_357,genres,Comedy|Romance
Movie_357,title,Four Weddings and a Funeral (1994)
Movie_357,type,Movie
Movie_158,genres,Adventure|Children
Movie_158,title,Casper (1995)
Movie_158,type,Movie
Movie_153,genres,Action|Adventure|Comedy|Crime
Movie_153,title,Batman Forever (1995)
Movie_153,type,Movie
Movie_159,genres,Crime|Drama|Mystery
Movie_159,title,Clockers (1995)
Movie_159,type,Movie
Movie_156,genres,Comedy|Drama
Movie_156,title,Blue in the Face (1995)
Movie_156,type,Movie
Movie_161,genres,Drama|Thriller|War
Movie_161,title,Crimson Tide (1995)
Movie_161,type,Movie
Movie_162,genres,Documentary
Movie_162,title,Crumb (1994)
Movie_162,type,Movie
Movie_31,genres,Drama
Movie_31,title,Dangerous Minds (1995)
Movie_31,type,Movie
Movie_36,genres,Crime|Drama
Movie_36,title,Dead Man Walking (1995)
Movie_36,type,Movie
Movie_38,genres,Children|Comedy
Movie_38,title,It Takes Two (1995)
Movie_38,type,Movie
Movie_40,genres,Drama
Movie_40,title,"Cry, the Beloved Country (1995)"
Movie_40,type,Movie
Movie_34,genres,Children|Drama
Movie_34,title,Babe (1995)
Movie_34,type,Movie
Movie_29,genres,Adventure|Drama|Fantasy|Mystery|Sci-Fi
Movie_29,title,"City of Lost Children, The (CitÃ© des enfants perdus, La) (1995)"
Movie_29,type,Movie
Movie_145,genres,Action|Comedy|Crime|Drama|Thriller
Movie_145,title,Bad Boys (1995)
Movie_145,type,Movie
Movie_147,genres,Drama
Movie_147,title,"Basketball Diaries, The (1995)"
Movie_147,type,Movie
Movie_151,genres,Action|Drama|Romance|War
Movie_151,title,Rob Roy (1995)
Movie_151,type,Movie
Movie_146,genres,Adventure|Children
Movie_146,title,"Amazing Panda Adventure, The (1995)"
Movie_146,type,Movie
Movie_149,genres,Crime|Drama|Thriller
Movie_149,title,Amateur (1994)
Movie_149,type,Movie
Movie_148,genres,Drama
Movie_148,title,"Awfully Big Adventure, An (1995)"
Movie_148,type,Movie
Movie_363,genres,Documentary
Movie_363,title,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
Movie_363,type,Movie
Movie_356,genres,Comedy|Drama|Romance|War
Movie_356,title,Forrest Gump (1994)
Movie_356,type,Movie
Movie_354,genres,Drama
Movie_354,title,Cobb (1994)
Movie_354,type,Movie
Movie_355,genres,Children|Comedy|Fantasy
Movie_355,title,"Flintstones, The (1994)"
Movie_355,type,Movie
Movie_358,genres,Drama
Movie_358,title,Higher Learning (1995)
Movie_358,type,Movie
Movie_370,genres,Action|Comedy
Movie_370,title,Naked Gun 33 1/3: The Final Insult (1994)
Movie_370,type,Movie
Movie_366,genres,Drama|Horror|Mystery|Thriller
Movie_366,title,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
Movie_366,type,Movie
Movie_368,genres,Adventure|Comedy|Western
Movie_368,title,Maverick (1994)
Movie_368,type,Movie
Movie_365,genres,Drama
Movie_365,title,Little Buddha (1993)
Movie_365,type,Movie
Movie_367,genres,Action|Comedy|Crime|Fantasy
Movie_367,title,"Mask, The (1994)"
Movie_367,type,Movie
Movie_371,genres,Comedy|Drama
Movie_371,title,"Paper, The (1994)"
Movie_371,type,Movie
Movie_372,genres,Comedy|Drama|Romance
Movie_372,title,Reality Bites (1994)
Movie_372,type,Movie
Movie_14,genres,Drama
Movie_14,title,Nixon (1995)
Movie_14,type,Movie
Movie_20,genres,Action|Comedy|Crime|Drama|Thriller
Movie_20,title,Money Train (1995)
Movie_20,type,Movie
Movie_15,genres,Action|Adventure|Romance
Movie_15,title,Cutthroat Island (1995)
Movie_15,type,Movie
Movie_22,genres,Crime|Drama|Horror|Mystery|Thriller
Movie_22,title,Copycat (1995)
Movie_22,type,Movie
Movie_27,genres,Children|Drama
Movie_27,title,Now and Then (1995)
Movie_27,type,Movie
Movie_24,genres,Drama|Sci-Fi
Movie_24,title,Powder (1995)
Movie_24,type,Movie
Movie_265,genres,Drama|Fantasy|Romance
Movie_265,title,Like Water for Chocolate (Como agua para chocolate) (1992)
Movie_265,type,Movie
Movie_266,genres,Drama|Romance|War|Western
Movie_266,title,Legends of the Fall (1994)
Movie_266,type,Movie
Movie_259,genres,Crime|Drama|Thriller
Movie_259,title,Kiss of Death (1995)
Movie_259,type,Movie
Movie_262,genres,Children|Drama
Movie_262,title,"Little Princess, A (1995)"
Movie_262,type,Movie
Movie_272,genres,Comedy|Drama
Movie_272,title,"Madness of King George, The (1994)"
Movie_272,type,Movie
Movie_274,genres,Comedy
Movie_274,title,Man of the House (1995)
Movie_274,type,Movie
Movie_275,genres,Comedy
Movie_275,title,Mixed Nuts (1994)
Movie_275,type,Movie
Movie_276,genres,Comedy|Romance
Movie_276,title,Milk Money (1994)
Movie_276,type,Movie
Movie_271,genres,Drama
Movie_271,title,Losing Isaiah (1995)
Movie_271,type,Movie
Movie_279,genres,Drama
Movie_279,title,My Family (1995)
Movie_279,type,Movie
Movie_280,genres,Drama|Thriller
Movie_280,title,Murder in the First (1995)
Movie_280,type,Movie
Movie_277,genres,Drama
Movie_277,title,Miracle on 34th Street (1994)
Movie_277,type,Movie
Movie_160,genres,Action|Adventure|Mystery|Sci-Fi
Movie_160,title,Congo (1995)
Movie_160,type,Movie
Movie_168,genres,Action|Drama|Romance
Movie_168,title,First Knight (1995)
Movie_168,type,Movie
Movie_169,genres,Adventure|Children|Drama
Movie_169,title,Free Willy 2: The Adventure Home (1995)
Movie_169,type,Movie
Movie_171,genres,Comedy|Drama
Movie_171,title,Jeffrey (1995)
Movie_171,type,Movie
Movie_172,genres,Action|Sci-Fi|Thriller
Movie_172,title,Johnny Mnemonic (1995)
Movie_172,type,Movie
Movie_164,genres,Crime|Film-Noir|Mystery|Thriller
Movie_164,title,Devil in a Blue Dress (1995)
Movie_164,type,Movie
Movie_496,genres,Comedy|Drama|Romance|Thriller
Movie_496,title,What Happened Was... (1994)
Movie_496,type,Movie
Movie_491,genres,Drama
Movie_491,title,"Man Without a Face, The (1993)"
Movie_491,type,Movie
Movie_492,genres,Comedy|Mystery
Movie_492,title,Manhattan Murder Mystery (1993)
Movie_492,type,Movie
Movie_489,genres,Comedy
Movie_489,title,Made in America (1993)
Movie_489,type,Movie
Movie_490,genres,Thriller
Movie_490,title,Malice (1993)
Movie_490,type,Movie
Movie_497,genres,Comedy|Romance
Movie_497,title,Much Ado About Nothing (1993)
Movie_497,type,Movie
Movie_289,type,Movie
Movie_301,genres,Drama|Romance
Movie_301,title,Picture Bride (Bijo photo) (1994)
Movie_301,type,Movie
Movie_302,genres,Drama|Romance
Movie_302,title,"Queen Margot (Reine Margot, La) (1994)"
Movie_302,type,Movie
Movie_295,genres,Comedy|Romance
Movie_295,title,"Pyromaniac's Love Story, A (1995)"
Movie_295,type,Movie
Movie_299,genres,Drama
Movie_299,title,Priest (1994)
Movie_299,type,Movie
Movie_292,genres,Action|Drama|Sci-Fi|Thriller
Movie_292,title,Outbreak (1995)
Movie_292,type,Movie
Movie_300,genres,Drama
Movie_478,genres,Comedy|Crime|Drama
Movie_478,title,Jimmy Hollywood (1994)
Movie_478,type,Movie
Movie_481,genres,Drama|Thriller
Movie_481,title,Kalifornia (1993)
Movie_481,type,Movie
Movie_482,genres,Crime|Drama|Thriller
Movie_482,title,Killing Zoe (1994)
Movie_482,type,Movie
Movie_484,genres,Adventure|Children
Movie_484,title,Lassie (1994)
Movie_484,type,Movie
Movie_479,genres,Action|Crime|Thriller
Movie_479,title,Judgment Night (1993)
Movie_479,type,Movie
Movie_485,genres,Action|Adventure|Comedy|Fantasy
Movie_485,title,Last Action Hero (1993)
Movie_485,type,Movie
Movie_144,genres,Comedy
Movie_144,title,"Brothers McMullen, The (1995)"
Movie_144,type,Movie
Movie_141,genres,Comedy
Movie_141,title,"Birdcage, The (1996)"
Movie_141,type,Movie
Movie_152,genres,Drama|Horror
Movie_152,title,"Addiction, The (1995)"
Movie_152,type,Movie
Movie_157,genres,Comedy|War
Movie_157,title,Canadian Bacon (1995)
Movie_157,type,Movie
Movie_155,genres,Adventure|Drama|War
Movie_155,title,Beyond Rangoon (1995)
Movie_155,type,Movie
Movie_154,genres,Drama
Movie_154,title,Beauty of the Day (Belle de jour) (1967)
Movie_154,type,Movie
Movie_30,genres,Crime|Drama
Movie_30,title,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
Movie_30,type,Movie
Movie_32,genres,Mystery|Sci-Fi|Thriller
Movie_32,title,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Movie_32,type,Movie
Movie_39,genres,Comedy|Romance
Movie_39,title,Clueless (1995)
Movie_39,type,Movie
Movie_42,genres,Action|Crime|Drama
Movie_42,title,Dead Presidents (1995)
Movie_42,type,Movie
Movie_52,genres,Comedy|Drama|Romance
Movie_52,title,Mighty Aphrodite (1995)
Movie_52,type,Movie
Movie_47,genres,Mystery|Thriller
Movie_47,title,Seven (a.k.a. Se7en) (1995)
Movie_47,type,Movie
Movie_284,genres,Action|Crime
Movie_284,title,New York Cop (Nyû Yôku no koppu) (1993)
Movie_284,type,Movie
Movie_283,genres,Crime|Drama
Movie_283,title,New Jersey Drive (1995)
Movie_283,type,Movie
Movie_282,genres,Drama
Movie_282,title,Nell (1994)
Movie_282,type,Movie
Movie_290,genres,Crime|Drama
Movie_290,title,Once Were Warriors (1994)
Movie_290,type,Movie
Movie_285,genres,Drama|Horror
Movie_285,title,Beyond Bedlam (1993)
Movie_285,type,Movie
Movie_289,genres,Comedy|Romance
Movie_289,title,Only You (1994)
Movie_178,genres,Comedy|Drama
Movie_178,title,Love & Human Remains (1993)
Movie_178,type,Movie
Movie_180,genres,Comedy|Romance
Movie_180,title,Mallrats (1995)
Movie_180,type,Movie
Movie_181,genres,Action|Children
Movie_181,title,Mighty Morphin Power Rangers: The Movie (1995)
Movie_181,type,Movie
Movie_174,genres,Comedy
Movie_174,title,Jury Duty (1995)
Movie_174,type,Movie
Movie_184,genres,Drama
Movie_184,title,Nadja (1994)
Movie_184,type,Movie
Movie_179,genres,Drama|Romance
Movie_179,title,Mad Love (1995)
Movie_378,genres,Comedy|Romance
Movie_378,title,Speechless (1994)
Movie_378,type,Movie
Movie_381,genres,Drama|Romance
Movie_381,title,When a Man Loves a Woman (1994)
Movie_381,type,Movie
Movie_377,genres,Action|Romance|Thriller
Movie_377,title,Speed (1994)
Movie_377,type,Movie
Movie_382,genres,Drama|Horror|Romance|Thriller
Movie_382,title,Wolf (1994)
Movie_382,type,Movie
Movie_373,genres,Thriller
Movie_373,title,Red Rock West (1992)
Movie_373,type,Movie
Movie_391,genres,Crime|Drama
Movie_391,title,Jason's Lyric (1994)
Movie_391,type,Movie
Movie_166,genres,Comedy|Crime|Drama
Movie_166,title,"Doom Generation, The (1995)"
Movie_166,type,Movie
Movie_163,genres,Action|Romance|Western
Movie_163,title,Desperado (1995)
Movie_163,type,Movie
Movie_165,genres,Action|Crime|Thriller
Movie_165,title,Die Hard: With a Vengeance (1995)
Movie_165,type,Movie
Movie_170,genres,Action|Adventure|Crime|Thriller
Movie_170,title,Hackers (1995)
Movie_170,type,Movie
Movie_173,genres,Action|Crime|Sci-Fi
Movie_173,title,Judge Dredd (1995)
Movie_173,type,Movie
Movie_175,genres,Drama
Movie_175,title,Kids (1995)
Movie_175,type,Movie
Movie_300,title,Quiz Show (1994)
Movie_300,type,Movie
Movie_296,genres,Comedy|Crime|Drama|Thriller
Movie_296,title,Pulp Fiction (1994)
Movie_296,type,Movie
Movie_294,genres,Comedy|Romance
Movie_294,title,"Perez Family, The (1995)"
Movie_294,type,Movie
Movie_293,genres,Action|Crime|Drama|Thriller
Movie_293,title,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
Movie_293,type,Movie
Movie_298,genres,Drama
Movie_298,title,Pushing Hands (Tui shou) (1992)
Movie_298,type,Movie
Movie_304,genres,Comedy|Drama
Movie_304,title,Roommates (1995)
Movie_304,type,Movie
Movie_314,genres,Children|Drama|Fantasy|Mystery
Movie_502,genres,Action|Children|Romance
Movie_502,title,"Next Karate Kid, The (1994)"
Movie_502,type,Movie
Movie_506,genres,Drama|Fantasy|Romance
Movie_506,title,Orlando (1992)
Movie_506,type,Movie
Movie_508,genres,Drama
Movie_508,title,Philadelphia (1993)
Movie_508,type,Movie
Movie_505,genres,Comedy
Movie_505,title,North (1994)
Movie_505,type,Movie
Movie_507,genres,Crime|Drama|Thriller
Movie_507,title,"Perfect World, A (1993)"
Movie_507,type,Movie
Movie_504,genres,Action|Drama|Sci-Fi
Movie_504,title,No Escape (1994)
Movie_504,type,Movie
Movie_273,genres,Drama|Horror|Sci-Fi
Movie_273,title,Mary Shelley's Frankenstein (Frankenstein) (1994)
Movie_273,type,Movie
Movie_278,genres,Comedy
Movie_278,title,Miami Rhapsody (1995)
Movie_278,type,Movie
Movie_291,genres,Drama|Thriller
Movie_291,title,Poison Ivy II (1996)
Movie_291,type,Movie
Movie_281,genres,Comedy|Drama|Romance
Movie_281,title,Nobody's Fool (1994)
Movie_281,type,Movie
Movie_287,genres,Comedy|Romance
Movie_287,title,Nina Takes a Lover (1994)
Movie_287,type,Movie
Movie_288,genres,Action|Crime|Thriller
Movie_288,title,Natural Born Killers (1994)
Movie_288,type,Movie
Movie_310,genres,Comedy
Movie_310,title,Rent-a-Kid (1995)
Movie_310,type,Movie
Movie_307,genres,Drama
Movie_307,title,Three Colors: Blue (Trois couleurs: Bleu) (1993)
Movie_307,type,Movie
Movie_306,genres,Drama
Movie_306,title,Three Colors: Red (Trois couleurs: Rouge) (1994)
Movie_306,type,Movie
Movie_316,genres,Action|Adventure|Sci-Fi
Movie_316,title,Stargate (1994)
Movie_316,type,Movie
Movie_315,genres,Action|Drama|Thriller
Movie_315,title,"Specialist, The (1994)"
Movie_315,type,Movie
Movie_322,genres,Comedy|Drama
Movie_322,title,Swimming with Sharks (1995)
Movie_322,type,Movie
Movie_49,genres,Drama|Romance
Movie_49,title,When Night Is Falling (1995)
Movie_49,type,Movie
Movie_46,genres,Drama|Romance
Movie_46,title,How to Make an American Quilt (1995)
Movie_46,type,Movie
Movie_50,genres,Crime|Mystery|Thriller
Movie_50,title,"Usual Suspects, The (1995)"
Movie_50,type,Movie
Movie_44,genres,Action|Adventure|Fantasy
Movie_44,title,Mortal Kombat (1995)
Movie_44,type,Movie
Movie_45,genres,Comedy|Drama|Thriller
Movie_45,title,To Die For (1995)
Movie_45,type,Movie
Movie_54,genres,Children|Comedy
Movie_54,title,"Big Green, The (1995)"
Movie_54,type,Movie
Movie_364,genres,Adventure|Animation|Children|Drama|Musical|IMAX
Movie_364,title,"Lion King, The (1994)"
Movie_364,type,Movie
Movie_369,genres,Drama
Movie_369,title,Mrs. Parker and the Vicious Circle (1994)
Movie_369,type,Movie
Movie_374,genres,Children|Comedy
Movie_374,title,Richie Rich (1994)
Movie_374,type,Movie
Movie_379,genres,Action|Sci-Fi|Thriller
Movie_379,title,Timecop (1994)
Movie_379,type,Movie
Movie_380,genres,Action|Adventure|Comedy|Romance|Thriller
Movie_380,title,True Lies (1994)
Movie_380,type,Movie
Movie_376,genres,Action|Thriller
Movie_376,title,"River Wild, The (1994)"
Movie_376,type,Movie
Movie_518,type,Movie
Movie_509,genres,Drama|Romance
Movie_509,title,"Piano, The (1993)"
Movie_509,type,Movie
Movie_524,genres,Drama
Movie_524,title,Rudy (1993)
Movie_524,type,Movie
Movie_521,genres,Crime|Thriller
Movie_521,title,Romeo Is Bleeding (1993)
Movie_521,type,Movie
Movie_523,genres,Drama
Movie_523,title,Ruby in Paradise (1993)
Movie_523,type,Movie
Movie_526,genres,Drama
Movie_526,title,"Savage Nights (Nuits fauves, Les) (1992)"
Movie_526,type,Movie
Movie_519,genres,Action|Crime|Drama|Sci-Fi|Thriller
Movie_179,type,Movie
Movie_177,genres,Horror
Movie_177,title,Lord of Illusions (1995)
Movie_177,type,Movie
Movie_183,genres,Comedy|Horror|Thriller
Movie_183,title,Mute Witness (1994)
Movie_183,type,Movie
Movie_176,genres,Comedy
Movie_176,title,Living in Oblivion (1995)
Movie_176,type,Movie
Movie_190,genres,Thriller
Movie_190,title,Safe (1995)
Movie_190,type,Movie
Movie_189,genres,Comedy|Fantasy
Movie_189,title,Reckless (1995)
Movie_189,type,Movie
Movie_195,genres,Comedy|Drama|Romance
Movie_314,title,"Secret of Roan Inish, The (1994)"
Movie_314,type,Movie
Movie_308,genres,Comedy|Drama
Movie_308,title,Three Colors: White (Trzy kolory: Bialy) (1994)
Movie_308,type,Movie
Movie_311,genres,Horror|Thriller
Movie_311,title,Relative Fear (1994)
Movie_311,type,Movie
Movie_305,genres,Comedy
Movie_305,title,Ready to Wear (Pret-A-Porter) (1994)
Movie_305,type,Movie
Movie_312,genres,Comedy
Movie_312,title,Stuart Saves His Family (1995)
Movie_312,type,Movie
Movie_303,genres,Action|Thriller|Western
Movie_303,title,"Quick and the Dead, The (1995)"
Movie_303,type,Movie
Movie_185,title,"Net, The (1995)"
Movie_185,type,Movie
Movie_206,genres,Documentary
Movie_206,title,Unzipped (1995)
Movie_206,type,Movie
Movie_196,genres,Horror|Sci-Fi
Movie_196,title,Species (1995)
Movie_196,type,Movie
